model, mutation_adaptation, temp_drop_coef, start_temp, problem, problem size, best_value, best_time, best_iteration, best_ffe
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 25, -192.131077461839, 0.002011, 732, 733, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 50, -580.137405395945, 0.0039887, 738, 739, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 75, -932.382052855518, 0.0059981, 732, 733, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 2, -3.99680288865056E-15, 0, 660, 661, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 5, -0.000881316032846247, 0.001, 688, 689, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 10, -3.30217563187025, 0.0010109, 675, 676, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 25, -6.18789587784623, 0.0009894, 679, 680, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 50, -7.77459422555094, 0.0030011, 688, 689, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 75, -8.28948357235129, 0.0050003, 687, 688, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 2, -3.18072658249426E-44, 0.0010018, 997, 998, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 5, -0.0124061148149341, 0, 819, 820, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 10, -3.75950356256021, 0.0010004, 761, 762, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 25, -748.914547374415, 0.0020095, 722, 723, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 50, -2648.81159228093, 0.0030053, 694, 695, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 75, -4014.48611323144, 0.0040058, 707, 708, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 2, -3.18072658249426E-43, 0, 997, 998, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 5, -0.124061148149341, 0.0009767, 819, 820, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 10, -37.5950356256021, 0.0010089, 757, 758, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 25, -7489.14547374415, 0.0009908, 722, 723, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 50, -26488.1159228093, 0.0030047, 694, 695, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 75, -40144.8611323145, 0.0039954, 716, 717, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 2, -2.35506012605336E-43, 0, 997, 998, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 5, -11.4204299510759, 0.000997, 739, 740, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 10, -151.503012419835, 0.0010168, 683, 684, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 25, -812.874343568217, 0.0019835, 809, 810, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 50, -2054.53793243215, 0.0029994, 689, 690, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 75, -4822.19797748294, 0.0039919, 709, 710, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 2, -5.43774338425599E-44, 0.000992, 997, 998, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 5, -24, 0, 28, 29, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 10, -16, 0, 41, 42, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 25, -524, 0.001004, 83, 84, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2692, 0, 98, 99, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 75, -4724, 0.0009956, 64, 65, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 2, -9.9495602985803, 0, 551, 552, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 5, -12.9574171427189, 0, 701, 702, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 10, -48.7834545248731, 0, 739, 740, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 25, -249.532722784786, 0.000998, 744, 745, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 50, -619.491018004261, 0.0029968, 730, 731, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 75, -904.998807666276, 0.0049987, 723, 724, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 2, -3.99680288865056E-15, 0, 661, 662, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 5, -2.31684879184759, 0, 396, 397, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 10, -2.06317419643244, 0, 676, 677, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 25, -5.28818000423735, 0.0009997, 692, 693, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 50, -7.97579261127985, 0.0030004, 678, 679, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 75, -8.40343994371248, 0.0040003, 674, 675, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 2, -6.25650199015595E-44, 0.0009994, 996, 997, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 5, -3.94150073226106E-05, 0, 869, 870, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 10, -122.309994866457, 0.0009952, 742, 743, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 25, -603.40919033228, 0.002003, 704, 705, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 50, -2063.86839586805, 0.0029995, 702, 703, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 75, -4815.86179529219, 0.0049923, 677, 678, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 2, -6.25650199015595E-43, 0.0009999, 996, 997, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 5, -0.000394150073226106, 0, 869, 870, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 10, -1223.09994866457, 0.000999, 753, 754, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 25, -6034.0919033228, 0.002, 704, 705, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 50, -20638.6839586805, 0.0030003, 702, 703, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 75, -48158.6179529219, 0.0049944, 677, 678, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 2, -1.24129202661751E-44, 0, 996, 997, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 5, -0.0221752092809896, 0.0009999, 792, 793, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 10, -434.394325246283, 0.0009998, 696, 697, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 25, -973.983794845327, 0.0020006, 820, 821, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 50, -2213.27246999236, 0.003, 692, 693, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 75, -4729.94583466531, 0.0060133, 673, 674, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 2, -4.8395240246813E-44, 0, 995, 996, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 5, -16, 0, 62, 63, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 10, -208, 0, 57, 58, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 25, -704, 0, 65, 66, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 50, -3032, 0.0010002, 82, 83, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 75, -4724, 0.0009914, 84, 85, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 2, 0, 0, 372, 373, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 5, -20.894105171532, 0.0009994, 610, 611, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 10, -76.5963072669105, 0.0009997, 706, 707, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 25, -240.32371030799, 0.0020005, 745, 746, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 50, -502.997824270418, 0.0039894, 734, 735, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 75, -969.952335719283, 0.005999, 705, 706, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 2, -4.44089209850063E-16, 0, 665, 666, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 5, -2.81435854991626, 0, 597, 598, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 10, -5.80341009153372, 0.001001, 675, 676, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 25, -5.73047508133021, 0.0019988, 684, 685, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 50, -7.98206512642842, 0.002992, 682, 683, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 75, -8.09305426258336, 0.0039994, 667, 668, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 2, -4.61391967268427E-44, 0.0009941, 998, 999, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 5, -4.53731683283876E-15, 0, 999, 1000, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 10, -53.9125793922571, 0.0009953, 758, 759, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 25, -1163.58892836172, 0.0020371, 735, 736, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 50, -2366.3554008815, 0.0029696, 682, 683, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 75, -4770.48613186898, 0.0039901, 689, 690, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 2, -4.61391967268427E-43, 0, 998, 999, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 5, -4.53731683283876E-14, 0.0010004, 999, 1000, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 10, -539.125793922571, 0, 723, 724, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 25, -11635.8892836172, 0.0010034, 735, 736, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 50, -23663.554008815, 0.0029999, 682, 683, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 75, -47704.8613186898, 0.0049972, 689, 690, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 2, -2.05721367226766E-44, 0, 995, 996, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 5, -272.857091515934, 0.0009999, 727, 728, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 10, -201.905615653, 0.001, 691, 692, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 25, -1029.71497821389, 0.002, 779, 780, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 50, -2648.7134540315, 0.0030006, 688, 689, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 75, -5021.82850303956, 0.0049999, 685, 686, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 2, -4.61391967268427E-44, 0, 998, 999, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 5, -12, 0, 38, 39, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 10, -172, 0, 63, 64, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 25, -840, 0, 70, 71, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2584, 0.0010002, 109, 110, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 75, -5028, 0.001, 111, 112, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 2, -1.98991811418658, 0, 452, 453, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 5, -9.94958049529478, 0, 415, 416, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 10, -67.3863025733915, 0, 698, 699, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 25, -184.741666412353, 0.0010001, 728, 729, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 50, -499.389946106476, 0.0029999, 703, 704, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 75, -855.48897503887, 0.0049998, 741, 742, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 2, -4.44089209850063E-16, 0, 705, 706, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 5, -2.31689279724263, 0, 613, 614, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 10, -3.41902071900468, 0, 684, 685, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 25, -7.72102941088019, 0.0010001, 704, 705, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 50, -7.91485459703617, 0.003, 691, 692, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 75, -8.01524336720198, 0.0060018, 687, 688, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 2, -4.30598164233518E-44, 0.0009984, 992, 993, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 5, -0.0660751683409743, 0, 801, 802, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 10, -33.4241837020603, 0.0010003, 737, 738, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 25, -474.950005407091, 0.0019994, 723, 724, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 50, -2649.88766321641, 0.0039994, 733, 734, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 75, -4099.15154368178, 0.0040013, 692, 693, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 2, -4.30598164233518E-43, 0.0009981, 992, 993, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 5, -0.660751683409744, 0, 801, 802, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 10, -334.241837020603, 0.0010004, 737, 738, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 25, -4749.50005407092, 0.0020006, 702, 703, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 50, -26498.8766321641, 0.0049985, 733, 734, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 75, -40991.5154368178, 0.004998, 692, 693, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 2, -1.95634010275848E-30, 0.0010002, 1000, 1001, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 5, -29.1757397934998, 0.0010276, 741, 742, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 10, -200.813963367129, 0.0009767, 710, 711, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 25, -874.91939243359, 0.0020014, 833, 834, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 50, -2523.31488343641, 0.0050161, 711, 712, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealEllipsoidEvaluation, 75, -4850.50316480554, 0.0049731, 682, 683, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 2, -4.30598164233518E-44, 0, 992, 993, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 5, -0.0230794844354389, 0.0010038, 822, 823, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 10, -140, 0, 46, 47, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 25, -780, 0, 80, 81, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 50, -2280, 0.0009958, 113, 114, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealStep2SphereEvaluation, 75, -4328, 0.0010081, 99, 100, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 2, -0.994959057093292, 0, 396, 397, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 5, -8.34595454557772, 0, 720, 721, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 10, -25.5057980704779, 0.0009998, 724, 725, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 25, -211.725060964418, 0.0019995, 728, 729, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 50, -626.879232320516, 0.003011, 718, 719, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealRastriginEvaluation, 75, -906.90419603735, 0.0049925, 726, 727, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 2, -4.44089209850063E-16, 0, 695, 696, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 5, -9.45859821577244E-08, 0, 682, 683, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 10, -3.79736048847857, 0, 689, 690, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 25, -6.14979890267692, 0.000971, 668, 669, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 50, -8.1565561744745, 0.0030055, 695, 696, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealAckleyEvaluation, 75, -8.16800767940414, 0.0050034, 681, 682, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 2, -8.60221403222827E-44, 0.0010011, 994, 995, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 5, -0.00104571556565949, 0, 833, 834, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 10, -70.1610599830702, 0.0009996, 722, 723, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 25, -643.312612435207, 0.0019995, 733, 734, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 50, -1996.22277024985, 0.0029998, 716, 717, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphereEvaluation, 75, -4435.14434086645, 0.0040002, 698, 699, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 2, -8.60221403222827E-43, 0, 994, 995, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 5, -0.0104571556565949, 0.001, 833, 834, 
RealEvolutionStrategy11, RealDomainKnowledgeSimAnnAdaptationMutation, 0.05, 1000, CRealSphere10Evaluation, 10, -701.610599830702, 0.001, 722, 723, 
